GCF_008704715.1_protein.faa_WP_150504405.1	007e2eb5e2f839a632be266dfe33268a	272	CDD	cd04647	LbH_MAT_like	95	203	4.80528E-33	T	24-01-2026	-	-	-	-
GCF_008704715.1_protein.faa_WP_150504405.1	007e2eb5e2f839a632be266dfe33268a	272	MobiDBLite	mobidb-lite	consensus disorder prediction	209	228	-	T	24-01-2026	-	-	-	-
GCF_008704715.1_protein.faa_WP_150504405.1	007e2eb5e2f839a632be266dfe33268a	272	Pfam	PF00132	Bacterial transferase hexapeptide (six repeats)	153	187	4.1E-7	T	24-01-2026	IPR001451	Hexapeptide repeat	-	-
GCF_008704715.1_protein.faa_WP_150504405.1	007e2eb5e2f839a632be266dfe33268a	272	Gene3D	G3DSA:2.160.10.10	Hexapeptide repeat proteins	10	211	3.6E-36	T	24-01-2026	-	-	-	-
GCF_008704715.1_protein.faa_WP_150504405.1	007e2eb5e2f839a632be266dfe33268a	272	PANTHER	PTHR23416	SIALIC ACID SYNTHASE-RELATED	54	212	2.8E-37	T	24-01-2026	IPR051159	Hexapeptide-repeat containing acetyltransferases	-	-
GCF_008704715.1_protein.faa_WP_150504405.1	007e2eb5e2f839a632be266dfe33268a	272	SUPERFAMILY	SSF51161	Trimeric LpxA-like enzymes	54	210	3.06E-36	T	24-01-2026	IPR011004	Trimeric LpxA-like superfamily	-	-
GCF_013375055.1_protein.faa_WP_150504405.1	007e2eb5e2f839a632be266dfe33268a	272	CDD	cd04647	LbH_MAT_like	95	203	4.80528E-33	T	24-01-2026	-	-	-	-
GCF_013375055.1_protein.faa_WP_150504405.1	007e2eb5e2f839a632be266dfe33268a	272	MobiDBLite	mobidb-lite	consensus disorder prediction	209	228	-	T	24-01-2026	-	-	-	-
GCF_013375055.1_protein.faa_WP_150504405.1	007e2eb5e2f839a632be266dfe33268a	272	Pfam	PF00132	Bacterial transferase hexapeptide (six repeats)	153	187	4.1E-7	T	24-01-2026	IPR001451	Hexapeptide repeat	-	-
GCF_013375055.1_protein.faa_WP_150504405.1	007e2eb5e2f839a632be266dfe33268a	272	Gene3D	G3DSA:2.160.10.10	Hexapeptide repeat proteins	10	211	3.6E-36	T	24-01-2026	-	-	-	-
GCF_013375055.1_protein.faa_WP_150504405.1	007e2eb5e2f839a632be266dfe33268a	272	PANTHER	PTHR23416	SIALIC ACID SYNTHASE-RELATED	54	212	2.8E-37	T	24-01-2026	IPR051159	Hexapeptide-repeat containing acetyltransferases	-	-
GCF_013375055.1_protein.faa_WP_150504405.1	007e2eb5e2f839a632be266dfe33268a	272	SUPERFAMILY	SSF51161	Trimeric LpxA-like enzymes	54	210	3.06E-36	T	24-01-2026	IPR011004	Trimeric LpxA-like superfamily	-	-
GCF_028898665.1_protein.faa_WP_005452817.1	386e9e1eb3f3d2ef1b01995b1791d4fd	185	CDD	cd03357	LbH_MAT_GAT	13	180	5.20881E-103	T	24-01-2026	-	-	-	-
GCF_028898665.1_protein.faa_WP_005452817.1	386e9e1eb3f3d2ef1b01995b1791d4fd	185	Pfam	PF00132	Bacterial transferase hexapeptide (six repeats)	130	164	6.8E-8	T	24-01-2026	IPR001451	Hexapeptide repeat	-	-
