PROKKA_ERR479084_bin.5.faa_DIHOACLE_03060	-	119	neuS_final_auto	-	386	0.0038	14.2	2.4	1	1	1.3e-06	0.0043	14.0	2.4	63	177	3	110	1	118	0.76	hypothetical	protein
PROKKA_ERR479198_bin.17.faa_NNMAHFLO_01074	-	213	neuS_final_auto	-	386	0.00093	15.6	1.2	1	1	5e-07	0.0011	15.3	1.2	145	262	98	190	56	208	0.78	Linearmycin	resistance	ATP-binding	protein	LnrL
PROKKA_ERR479289_bin.20.faa_CAMLCKJE_00575	-	314	neuS_final_auto	-	386	2.5e-27	92.8	0.0	1	1	1.9e-30	3.1e-27	92.5	0.0	8	303	1	291	1	309	0.90	hypothetical	protein
PROKKA_ERR479413_bin.17.faa_DCPICOCF_01263	-	361	neuS_final_auto	-	386	4.1e-38	128.6	5.1	1	1	2.4e-41	5e-38	128.3	5.1	8	300	2	327	1	327	0.85	hypothetical	protein
PROKKA_ERR479022_bin.6.faa_PDFJBDOL_00215	-	327	neuS_final_auto	-	386	2.1e-06	23.4	7.7	1	1	3e-09	3.6e-06	22.6	7.7	85	327	55	295	8	323	0.66	hypothetical	protein
PROKKA_ERR479006_bin.4.faa_KFBEFBME_00137	-	359	neuS_final_auto	-	386	1.4e-15	53.8	12.4	1	1	2.6e-18	1.7e-15	53.5	12.4	8	330	1	337	1	356	0.73	hypothetical	protein
PROKKA_ERR479006_bin.4.faa_KFBEFBME_00414	-	213	neuS_final_auto	-	386	0.0018	13.9	0.2	1	1	2.8e-06	0.0019	13.9	0.2	176	262	118	190	33	208	0.79	Linearmycin	resistance	ATP-binding	protein	LnrL
PROKKA_ERR479218_bin.34.faa_PJGLDJPD_01246	-	335	neuS_final_auto	-	386	3.6e-64	214.5	25.4	1	1	3.5e-67	3.9e-64	214.4	25.4	8	319	1	327	1	335	0.92	hypothetical	protein
PROKKA_ERR479218_bin.34.faa_PJGLDJPD_01468	-	119	neuS_final_auto	-	386	0.0036	13.7	4.1	1	1	3.3e-06	0.0037	13.6	4.1	63	178	3	111	1	119	0.76	hypothetical	protein
PROKKA_ERR479070_bin.7.faa_JFMELMJA_05933	-	331	neuS_final_auto	-	386	0.058	11.8	0.1	1	1	2.4e-05	0.078	11.4	0.1	129	258	67	213	62	213	0.72	Oligopeptide	transport	ATP-binding	protein	OppD
