PROKKA_ERR479186_bin.4.faa_APIFGJLE_00707	-	281	IPR010866_auto	-	428	3.1e-12	44.0	0.4	1	1	1.3e-15	3.6e-12	43.8	0.4	143	324	44	245	8	275	0.66	hypothetical	protein
PROKKA_ERR479034_bin.5.faa_AHOKLGBB_01223	-	320	IPR010866_auto	-	428	3.1e-09	34.6	4.0	1	1	9.6e-13	3.7e-09	34.4	4.0	37	314	4	285	1	316	0.53	hypothetical	protein
PROKKA_ERR479254_bin.1.faa_JIODJCMJ_00121	-	360	IPR010866_auto	-	428	3.1e-16	54.1	1.2	1	1	1.1e-18	3.8e-16	53.9	1.2	36	338	1	326	1	356	0.57	hypothetical	protein
PROKKA_ERR479203_bin.27.faa_HAFAJGOO_03533	-	389	IPR010866_auto	-	428	6.8e-21	73.5	1.4	1	1	1.6e-24	8.3e-21	73.2	1.4	42	329	24	352	7	387	0.56	hypothetical	protein
PROKKA_ERR479181_bin.17.faa_AICCALHA_00425	-	322	IPR010866_auto	-	428	3.3e-14	48.3	0.0	1	1	6.8e-17	4e-14	48.0	0.0	37	297	3	284	1	312	0.66	hypothetical	protein
PROKKA_ERR479136_bin.4.faa_GDCFGEFG_01057	-	498	IPR010866_auto	-	428	1.2e-09	34.6	0.0	1	1	1.1e-12	1.7e-09	34.2	0.0	144	316	227	465	168	489	0.61	hypothetical	protein
PROKKA_ERR479414_bin.11.faa_FKDEAPFF_00248	-	182	IPR010866_auto	-	428	2.5e-06	23.0	6.4	1	1	1e-08	9.9e-06	21.1	6.4	238	331	69	154	4	181	0.66	hypothetical	protein
PROKKA_ERR479139_bin.24.faa_GJBCGFFB_00895	-	335	IPR010866_auto	-	428	4.5e-23	80.8	3.9	1	1	1.7e-26	4.9e-23	80.7	3.9	36	316	1	318	1	335	0.60	hypothetical	protein
PROKKA_ERR479139_bin.24.faa_GJBCGFFB_04092	-	335	IPR010866_auto	-	428	2.7e-13	48.6	3.8	1	1	1.2e-16	3.4e-13	48.3	3.8	40	324	12	299	2	328	0.64	hypothetical	protein
PROKKA_ERR479015_bin.8.faa_OCLMNONE_00252	-	299	IPR010866_auto	-	428	7.9e-09	31.9	0.0	1	1	5.6e-12	8.5e-09	31.8	0.0	175	321	71	219	18	295	0.68	hypothetical	protein
PROKKA_ERR479245_bin.7.faa_PECLJAIC_00473	-	324	IPR010866_auto	-	428	5e-26	88.3	1.9	1	1	4.7e-29	5.8e-26	88.1	1.9	37	317	3	293	1	318	0.64	hypothetical	protein
PROKKA_ERR479288_bin.13.faa_NCMMANII_01359	-	314	IPR010866_auto	-	428	1.3e-09	34.6	0.0	1	1	1.8e-12	3e-09	33.4	0.0	38	301	3	278	1	308	0.57	hypothetical	protein
PROKKA_ERR479282_bin.7.faa_DAOIJHKP_01028	-	500	IPR010866_auto	-	428	3.9e-12	43.1	0.0	1	1	2.8e-15	5.2e-12	42.7	0.0	151	315	238	466	175	490	0.62	hypothetical	protein
PROKKA_ERR479164_bin.11.faa_LDFJIHIE_02968	-	376	IPR010866_auto	-	428	0.0086	13.8	0.2	1	1	1.8e-06	0.0094	13.6	0.2	144	277	71	245	11	359	0.58	UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate	2-epimerase
PROKKA_ERR479097_bin.17.faa_DBDBOGDB_00419	-	361	IPR010866_auto	-	428	6.3e-17	57.8	1.7	1	1	9.5e-20	8e-17	57.4	1.7	37	307	3	325	1	329	0.52	hypothetical	protein
PROKKA_ERR479132_bin.4.faa_APPGMHDI_00571	-	323	IPR010866_auto	-	428	2e-24	83.5	2.5	1	1	1.3e-27	2.3e-24	83.3	2.5	37	317	3	292	1	319	0.63	hypothetical	protein
PROKKA_ERR478974_bin.24.faa_FCFEGNMH_00258	-	428	IPR010866_auto	-	428	1.2e-17	59.4	2.6	1	1	2.7e-20	1.4e-17	59.2	2.6	156	362	2	288	1	413	0.59	hypothetical	protein
PROKKA_ERR479144_bin.9.faa_GGBEGLOO_00228	-	531	IPR010866_auto	-	428	1.4e-18	62.5	0.7	1	1	6.8e-21	1.7e-18	62.2	0.7	38	341	2	386	1	507	0.61	hypothetical	protein
PROKKA_ERR479144_bin.9.faa_GGBEGLOO_00224	-	494	IPR010866_auto	-	428	1.6e-11	39.2	1.0	1	1	7.4e-14	1.8e-11	39.0	1.0	47	340	3	358	1	490	0.49	hypothetical	protein
PROKKA_ERR479298_bin.19.faa_CBGFNFNJ_02591	-	376	IPR010866_auto	-	428	3.4e-05	21.0	11.6	1	1	1.1e-07	0.00033	17.7	11.6	153	331	168	348	67	375	0.53	hypothetical	protein
