16.7109 pm0188_final_auto_GCF_000009725.1_protein_output.tsv
43.3121 pm0188_final_auto_GCF_000009745.1_protein_output.tsv
46.3303 pm0188_final_auto_GCF_000010385.1_protein_output.tsv
46.3303 pm0188_final_auto_GCF_000010745.1_protein_output.tsv
50.3968 pm0188_final_auto_GCF_000015645.1_protein_output.tsv
46.3303 pm0188_final_auto_GCF_000017745.1_protein_output.tsv
20.0535 pm0188_final_auto_GCF_000019905.1_protein_output.tsv
46.3303 pm0188_final_auto_GCF_000023665.1_protein_output.tsv
17.6471 pm0188_final_auto_GCF_000026725.1_protein_output.tsv
26.4493 pm0188_final_auto_GCF_000092245.1_protein_output.tsv
7.56579 pm0188_final_auto_GCF_000165575.1_protein_output.tsv
19.6429 pm0188_final_auto_GCF_000166695.1_protein_output.tsv
5.70342 pm0188_final_auto_GCF_000178395.2_protein_output.tsv
21.8543 pm0188_final_auto_GCF_000221045.1_protein_output.tsv
62.1359 pm0188_final_auto_GCF_000242255.2_protein_output.tsv
46.3303 pm0188_final_auto_GCF_000258025.1_protein_output.tsv
46.3303 pm0188_final_auto_GCF_000258145.1_protein_output.tsv
46.3303 pm0188_final_auto_GCF_000262125.1_protein_output.tsv
13.6929 pm0188_final_auto_GCF_000262145.1_protein_output.tsv
22.1805 pm0188_final_auto_GCF_000270305.1_protein_output.tsv
46.3303 pm0188_final_auto_GCF_000273425.1_protein_output.tsv
65.2778 pm0188_final_auto_GCF_000305775.1_protein_output.tsv
65.2778 pm0188_final_auto_GCF_000305815.1_protein_output.tsv
19.9552 pm0188_final_auto_GCF_000328765.2_protein_output.tsv
16.7109 pm0188_final_auto_GCF_000340785.1_protein_output.tsv
39.2241 pm0188_final_auto_GCF_000439275.1_protein_output.tsv
46.3303 pm0188_final_auto_GCF_000464955.2_protein_output.tsv
96.2963 pm0188_final_auto_GCF_000521725.1_protein_output.tsv
46.3303 pm0188_final_auto_GCF_000597845.1_protein_output.tsv
46.3303 pm0188_final_auto_GCF_000599645.1_protein_output.tsv
46.3303 pm0188_final_auto_GCF_000732965.1_protein_output.tsv
53.4884 pm0188_final_auto_GCF_000739375.1_protein_output.tsv
46.3303 pm0188_final_auto_GCF_000750555.1_protein_output.tsv
46.3303 pm0188_final_auto_GCF_000803705.1_protein_output.tsv
15.1751 pm0188_final_auto_GCF_000807315.1_protein_output.tsv
46.3303 pm0188_final_auto_GCF_000814145.2_protein_output.tsv
27.972 pm0188_final_auto_GCF_000817065.1_protein_output.tsv
46.3303 pm0188_final_auto_GCF_000974505.1_protein_output.tsv
46.3303 pm0188_final_auto_GCF_000974535.1_protein_output.tsv
46.3303 pm0188_final_auto_GCF_000978815.2_protein_output.tsv
46.3303 pm0188_final_auto_GCF_000988425.1_protein_output.tsv
17.6471 pm0188_final_auto_GCF_000993745.1_protein_output.tsv
