inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.100_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.10_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.11_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.12_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.13_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.14_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.15_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.16_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.17_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.18_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.19_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.1_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.20_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.21_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.22_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.23_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.24_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.25_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.26_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.27_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.28_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.29_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.2_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.30_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.31_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.32_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.33_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.34_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.35_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.36_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.37_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.38_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.39_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.3_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.40_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.41_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.42_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.43_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.44_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.45_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.46_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.47_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.48_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.49_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.4_output.tsv
inf lic3X_final_auto_PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.50_output.tsv
