PROKKA_ERR1018245_M2-PK523A.SZAXPI015241-27_bin.9.faa	-	322	IPR010866_auto	-	428	1.1e-13	47.9	0.0	1	1	8.9e-17	1.4e-13	47.6	0.0	37	297	3	284	1	314	0.66	GBIBBCHC_01406	hypothetical	protein
PROKKA_ERR1018264_M2-PK663A.SZAXPI015260-74_bin.16.faa	-	322	IPR010866_auto	-	428	6.9e-13	45.7	0.0	1	1	4.3e-16	8.4e-13	45.4	0.0	37	297	3	284	1	314	0.66	ILOFECJF_01381	hypothetical	protein
PROKKA_ERR1018201_M2-Pk005A.SZAXPI003425-1_bin.16.faa	-	365	IPR010866_auto	-	428	3.1e-26	89.2	0.4	1	1	2.6e-29	3.7e-26	88.9	0.4	39	359	7	335	1	359	0.62	GDDNHBBI_00913	hypothetical	protein
PROKKA_ERR1018297_MSC6A.SZAXPI017580-90_bin.3.faa	-	335	IPR010866_auto	-	428	5.8e-09	35.6	0.5	1	1	1e-12	7.8e-09	35.2	0.5	63	328	21	301	1	330	0.50	OBMKKCCG_04627	hypothetical	protein
PROKKA_ERR1018297_MSC6A.SZAXPI017580-90_bin.3.faa	-	470	IPR010866_auto	-	428	0.0032	16.7	4.8	1	1	7.5e-07	0.0057	15.9	4.8	39	325	78	415	24	460	0.52	OBMKKCCG_00969	hypothetical	protein
PROKKA_ERR1018306_MSC119A.SZAXPI017589-133_bin.20.faa	-	314	IPR010866_auto	-	428	1.1e-09	34.9	0.0	1	1	1.5e-12	2.5e-09	33.8	0.0	38	301	3	278	1	308	0.58	GNCPHJNI_00807	hypothetical	protein
PROKKA_ERR1018266_M2-PK701A.SZAXPI015262-79_bin.8.faa	-	341	IPR010866_auto	-	428	2.7e-17	57.2	8.1	1	1	1.3e-19	3.1e-17	57.0	8.1	36	340	1	309	1	340	0.57	AKBKLMGN_00131	hypothetical	protein
PROKKA_ERR1018185_M2-Pk008A.SZAXPI003409-8_bin.67.faa	-	361	IPR010866_auto	-	428	3.6e-14	50.0	0.6	1	1	2.2e-17	4.5e-14	49.6	0.6	36	308	7	325	1	327	0.48	BBNFELLE_01343	hypothetical	protein
PROKKA_ERR1018312_M2-PK083B.SZAXPI017595-169_bin.2.faa	-	356	IPR010866_auto	-	428	1.9e-22	74.1	5.6	1	1	1.1e-24	2.5e-22	73.7	5.6	36	358	1	326	1	353	0.55	LCKDGFLN_00084	hypothetical	protein
PROKKA_ERR1018190_M2-Pk013A.SZAXPI003414-3_bin.6.faa	-	365	IPR010866_auto	-	428	2e-26	89.2	0.4	1	1	2.6e-29	2.4e-26	88.9	0.4	39	359	7	335	1	359	0.62	LLGNKPGH_00214	hypothetical	protein
