PROKKA_ERR1018255_M2-PK617A.SZAXPI015251-41_bin.8.faa	-	235	neuA_final_mafft_auto	-	321	0.00027	15.8	0.1	1	1	4.8e-07	0.00038	15.3	0.1	54	251	22	230	14	235	0.64	CLCDEMFA_00137	Ribitol-5-phosphate	cytidylyltransferase
PROKKA_ERR1018219_M2-PK041A.SZAXPI015214-19_bin.27.faa	-	246	neuA_final_mafft_auto	-	321	5.3e-22	74.7	0.1	1	1	9.4e-25	6.4e-22	74.4	0.1	35	220	1	190	1	242	0.80	CFDGMFMK_00380	3-deoxy-manno-octulosonate	cytidylyltransferase
PROKKA_ERR1018219_M2-PK041A.SZAXPI015214-19_bin.27.faa	-	233	neuA_final_mafft_auto	-	321	1.2e-05	21.0	0.0	1	1	2.3e-08	1.5e-05	20.6	0.0	59	244	37	229	32	232	0.69	CFDGMFMK_00587	2-C-methyl-D-erythritol	4-phosphate
PROKKA_ERR1018273_M2-PK729A.SZAXPI015269-94_bin.31.faa	-	245	neuA_final_mafft_auto	-	321	4.9e-08	28.6	0.1	1	1	1.3e-10	1.5e-07	27.0	0.1	38	254	19	243	5	245	0.65	FMACABOI_00062	2-C-methyl-D-erythritol	4-phosphate
PROKKA_ERR1018251_M2-PK556A.SZAXPI015247-35_bin.3.faa	-	244	neuA_final_mafft_auto	-	321	3.8e-21	72.3	0.3	1	1	1.6e-23	9.7e-21	71.0	0.3	34	253	1	241	1	244	0.70	EFMDNIDA_00692	3-deoxy-manno-octulosonate	cytidylyltransferase
PROKKA_ERR1018251_M2-PK556A.SZAXPI015247-35_bin.3.faa	-	388	neuA_final_mafft_auto	-	321	2.1e-05	20.5	0.0	1	2	6.2e-05	0.037	9.9	0.0	39	85	5	53	1	58	0.72	EFMDNIDA_01657	Bifunctional	enzyme
PROKKA_ERR1018251_M2-PK556A.SZAXPI015247-35_bin.3.faa	-	388	neuA_final_mafft_auto	-	321	2.1e-05	20.5	0.0	2	2	0.00012	0.071	9.0	0.0	142	254	108	226	92	346	0.72	EFMDNIDA_01657	Bifunctional	enzyme
PROKKA_ERR1018251_M2-PK556A.SZAXPI015247-35_bin.3.faa	-	459	neuA_final_mafft_auto	-	321	0.0001	18.3	0.0	1	1	2.8e-07	0.00017	17.6	0.0	56	216	25	185	5	268	0.81	EFMDNIDA_00241	Bifunctional	protein
PROKKA_ERR1018289_M2-PK065A.SZAXPI017461-32_bin.23.faa	-	249	neuA_final_mafft_auto	-	321	2.8e-21	72.7	0.0	1	1	1.1e-23	6.5e-21	71.5	0.0	37	251	8	245	1	248	0.69	MHFKJABF_01257	3-deoxy-manno-octulosonate	cytidylyltransferase
PROKKA_ERR1018289_M2-PK065A.SZAXPI017461-32_bin.23.faa	-	231	neuA_final_mafft_auto	-	321	1.3e-05	21.2	0.0	1	1	3e-08	1.8e-05	20.8	0.0	35	254	1	225	1	231	0.68	MHFKJABF_01113	2-C-methyl-D-erythritol	4-phosphate
PROKKA_ERR1018289_M2-PK065A.SZAXPI017461-32_bin.23.faa	-	424	neuA_final_mafft_auto	-	321	0.0092	11.9	0.0	1	1	2.2e-05	0.013	11.4	0.0	103	176	242	313	218	339	0.73	MHFKJABF_01196	Dihydroorotase
PROKKA_ERR1018250_M2-PK548A.SZAXPI015246-34_bin.41.faa	-	238	neuA_final_mafft_auto	-	321	8.3e-06	21.3	0.2	1	1	7.2e-08	4.3e-05	19.0	0.2	37	254	13	236	2	238	0.59	NEIJJMCB_00040	2-C-methyl-D-erythritol	4-phosphate
PROKKA_ERR1018250_M2-PK548A.SZAXPI015246-34_bin.41.faa	-	196	neuA_final_mafft_auto	-	321	0.0092	11.3	0.0	1	1	2.1e-05	0.012	10.9	0.0	54	164	13	115	10	147	0.77	NEIJJMCB_00709	hypothetical	protein
PROKKA_ERR1018254_M2-PK615A.SZAXPI015250-39_bin.76.faa	-	231	neuA_final_mafft_auto	-	321	4.2e-08	29.4	0.0	1	1	3.6e-11	6.2e-08	28.8	0.0	39	252	7	230	1	231	0.65	BOEAOHKJ_01653	2-C-methyl-D-erythritol	4-phosphate
PROKKA_ERR1018272_M2-PK725A.SZAXPI015268-109_bin.49.faa	-	232	neuA_final_mafft_auto	-	321	1.3e-74	248.4	0.1	1	1	1.8e-77	1.4e-74	248.3	0.1	35	251	1	225	1	232	0.89	OMGPLHAI_01352	CMP-N,N'-diacetyllegionaminic	acid
PROKKA_ERR1018272_M2-PK725A.SZAXPI015268-109_bin.49.faa	-	239	neuA_final_mafft_auto	-	321	0.00011	18.6	0.1	1	1	2.9e-07	0.00023	17.6	0.1	54	255	22	236	20	239	0.69	OMGPLHAI_00594	Ribitol-5-phosphate	cytidylyltransferase
PROKKA_ERR1018272_M2-PK725A.SZAXPI015268-109_bin.49.faa	-	234	neuA_final_mafft_auto	-	321	0.0011	15.3	0.1	1	1	1.5e-05	0.011	12.0	0.1	57	248	24	226	20	234	0.59	OMGPLHAI_01357	D-fructose-6-phosphate	cytidylyltransferase
PROKKA_ERR1018266_M2-PK701A.SZAXPI015262-79_bin.47.faa	-	242	neuA_final_mafft_auto	-	321	1e-08	31.7	0.0	1	1	1.5e-11	1.6e-08	31.0	0.0	54	253	27	241	7	242	0.68	NDGINMKN_01073	2-C-methyl-D-erythritol	4-phosphate
PROKKA_ERR1018266_M2-PK701A.SZAXPI015262-79_bin.47.faa	-	486	neuA_final_mafft_auto	-	321	0.008	12.3	0.0	1	1	1.3e-05	0.014	11.5	0.0	146	178	323	354	322	372	0.86	NDGINMKN_00327	Malonyl-[acyl-carrier	protein]
PROKKA_ERR1018188_M2-Pk014A.SZAXPI003412-1_bin.31.faa	-	233	neuA_final_mafft_auto	-	321	1.7e-85	284.0	0.0	1	1	1.8e-88	1.9e-85	283.8	0.0	35	252	1	228	1	233	0.91	HCNLPPBK_00054	CMP-N,N'-diacetyllegionaminic	acid
PROKKA_ERR1018188_M2-Pk014A.SZAXPI003412-1_bin.31.faa	-	248	neuA_final_mafft_auto	-	321	2.9e-19	66.3	0.2	1	1	3.3e-21	3.4e-18	62.8	0.2	35	165	1	123	1	248	0.78	HCNLPPBK_01746	3-deoxy-manno-octulosonate	cytidylyltransferase
PROKKA_ERR1018270_M2-PK712A.SZAXPI015266-89_bin.41.faa	-	243	neuA_final_mafft_auto	-	321	5.6e-20	67.8	0.6	1	1	1.5e-22	1.7e-19	66.3	0.6	35	253	1	240	1	243	0.72	LPLDEGPI_00984	3-deoxy-manno-octulosonate	cytidylyltransferase
PROKKA_ERR1018251_M2-PK556A.SZAXPI015247-35_bin.8.faa	-	220	neuA_final_mafft_auto	-	321	6.6e-41	137.3	0.2	1	1	7.9e-44	7.2e-41	137.1	0.2	35	253	1	214	1	220	0.88	IOIOFPNF_00108	hypothetical	protein
PROKKA_ERR1018251_M2-PK556A.SZAXPI015247-35_bin.8.faa	-	237	neuA_final_mafft_auto	-	321	1.5e-05	21.1	0.7	1	1	1.2e-07	0.00011	18.2	0.7	54	253	21	233	2	237	0.66	IOIOFPNF_01271	Ribitol-5-phosphate	cytidylyltransferase
PROKKA_ERR1018231_M2-PK029A.SZAXPI015226-14_bin.41.faa	-	228	neuA_final_mafft_auto	-	321	8.3e-95	315.0	0.0	1	1	1.3e-97	9.1e-95	314.9	0.0	35	253	1	226	1	228	0.97	PPMAGGBG_00656	N-acylneuraminate	cytidylyltransferase
PROKKA_ERR1018231_M2-PK029A.SZAXPI015226-14_bin.41.faa	-	241	neuA_final_mafft_auto	-	321	2e-06	24.6	0.0	1	2	4.2e-06	0.003	14.2	0.0	54	88	26	59	1	79	0.82	PPMAGGBG_01435	2-C-methyl-D-erythritol	4-phosphate
PROKKA_ERR1018231_M2-PK029A.SZAXPI015226-14_bin.41.faa	-	241	neuA_final_mafft_auto	-	321	2e-06	24.6	0.0	2	2	0.00017	0.12	8.9	0.0	213	256	195	236	85	240	0.63	PPMAGGBG_01435	2-C-methyl-D-erythritol	4-phosphate
PROKKA_ERR1018231_M2-PK029A.SZAXPI015226-14_bin.41.faa	-	236	neuA_final_mafft_auto	-	321	0.00059	16.5	0.0	1	1	1e-06	0.00074	16.2	0.0	54	157	22	129	14	207	0.77	PPMAGGBG_01143	Ribitol-5-phosphate	cytidylyltransferase
PROKKA_ERR1018231_M2-PK029A.SZAXPI015226-14_bin.41.faa	-	202	neuA_final_mafft_auto	-	321	0.002	14.8	0.0	1	2	0.084	60	0.0	0.0	53	78	20	43	1	56	0.67	PPMAGGBG_02129	D-fructose-6-phosphate	cytidylyltransferase
