PROKKA_ERR688544_31452_SZAXPI022050-111_bin.46.faa_BCGIFPNM_00565	-	288	lic3X_final_auto	-	395	0.00028	17.6	8.0	1	1	5.8e-07	0.0018	15.0	8.0	127	263	135	269	18	286	0.81	hypothetical	protein
PROKKA_ERR688619_530394_SZAXPI022046-95_bin.7.faa_GOHFADBN_03246	-	276	lic3X_final_auto	-	395	4.9e-07	27.3	0.9	1	1	1.8e-09	8e-06	23.3	0.9	49	219	38	202	6	222	0.67	hypothetical	protein
PROKKA_ERR688536_31398_SZAXPI021670-25_bin.45.faa_NJIHGLEO_00068	-	245	lic3X_final_auto	-	395	0.00024	17.8	0.2	1	1	1.8e-07	0.00026	17.6	0.2	230	335	37	155	23	232	0.69	hypothetical	protein
PROKKA_ERR688536_31398_SZAXPI021670-25_bin.45.faa_NJIHGLEO_00821	-	245	lic3X_final_auto	-	395	0.0046	13.5	0.1	1	1	3.3e-06	0.0048	13.5	0.1	232	314	39	130	23	229	0.66	hypothetical	protein
PROKKA_ERR688609_530262_SZAXPI021943-136_bin.19.faa_NNAHOEGI_00057	-	288	lic3X_final_auto	-	395	0.00034	17.6	8.0	1	1	5.8e-07	0.0021	15.0	8.0	127	263	135	269	18	286	0.81	hypothetical	protein
PROKKA_ERR688605_530215_SZAXPI022070-39_bin.32.faa_NFJHJHMF_00543	-	124	lic3X_final_auto	-	395	0.00055	16.3	5.1	1	1	3.3e-07	0.00078	15.8	5.1	91	186	19	110	17	112	0.81	hypothetical	protein
PROKKA_ERR688611_530297_SZAXPI021928-84_bin.12.faa_JFNGAHFB_00109	-	141	lic3X_final_auto	-	395	0.0014	12.9	0.0	1	1	2.6e-06	0.0014	12.9	0.0	264	338	2	86	1	125	0.62	hypothetical	protein
PROKKA_ERR688596_530119_SZAXPI022056-142_bin.14.faa_INIKALDA_00310	-	132	lic3X_final_auto	-	395	0.029	7.9	8.9	1	1	0.00022	0.075	6.5	8.9	114	178	27	97	6	111	0.82	Bacteriohemerythrin
PROKKA_ERR688525_31276_SZAXPI021668-89_bin.22.faa_PKCNCLKD_00168	-	132	lic3X_final_auto	-	395	0.01	11.6	10.7	1	1	2.6e-05	0.044	9.5	10.7	114	179	27	98	7	109	0.81	Bacteriohemerythrin
PROKKA_ERR688604_530185_SZAXPI021722-32_bin.79.faa_NGBDOCCL_00599	-	262	lic3X_final_auto	-	395	4.5e-07	24.9	17.3	1	1	1e-09	8.1e-07	24.1	17.3	35	277	14	251	2	255	0.64	hypothetical	protein
PROKKA_ERR688506_31009_SZAXPI022053-133_bin.90.faa_JOPOCMAM_01157	-	296	lic3X_final_auto	-	395	2.3e-07	27.3	17.0	1	2	1.1e-10	2.3e-07	27.3	17.0	38	213	31	206	2	239	0.72	hypothetical	protein
