PROKKA_ERR688637_531248_SZAXPI021692-142_bin.2.faa_EEFFELLG_00825	2927a3b9d540e46bd4b79282fd9b90f5	361	Pfam	PF07922	Glycosyltransferase family 52	115	326	5.1E-8	T	12-02-2026	IPR012477	Glycosyltransferase family 52	-	-
PROKKA_ERR688626_530600_SZAXPI022079-94_bin.16.faa_FCDPGDDG_00822	d079a751556e37770a956b9c5c221634	322	Pfam	PF07922	Glycosyltransferase family 52	199	284	7.5E-5	T	12-02-2026	IPR012477	Glycosyltransferase family 52	-	-
PROKKA_ERR688545_31455_SZAXPI021725-37_bin.34.faa_EABNKJOD_02591	0bb1df4b02ee0184fa9ffee1f20a8954	352	Gene3D	G3DSA:3.40.50.11110	-	205	350	1.3E-5	T	12-02-2026	-	-	-	-
PROKKA_ERR688545_31455_SZAXPI021725-37_bin.34.faa_EABNKJOD_02591	0bb1df4b02ee0184fa9ffee1f20a8954	352	Pfam	PF07388	Alpha-2,8-polysialyltransferase (POLYST)	124	310	3.2E-5	T	12-02-2026	IPR010866	Alpha-2,8-polysialyltransferase	-	-
PROKKA_ERR688625_530558_SZAXPI021931-89_bin.24.faa_EEMPLBCJ_00647	a5f2e8f3da51f7160bfb4159df784a27	355	Pfam	PF07922	Glycosyltransferase family 52	110	332	8.5E-9	T	12-02-2026	IPR012477	Glycosyltransferase family 52	-	-
PROKKA_ERR688625_530558_SZAXPI021931-89_bin.24.faa_EEMPLBCJ_00647	a5f2e8f3da51f7160bfb4159df784a27	355	Gene3D	G3DSA:3.40.50.11110	-	226	341	4.7E-5	T	12-02-2026	-	-	-	-
PROKKA_ERR688630_530743_SZAXPI021933-93_bin.67.faa_HOLHPJEM_00425	80fb0dcc4f10bc1e785f9d660ab309fd	503	SUPERFAMILY	SSF53756	UDP-Glycosyltransferase/glycogen phosphorylase	134	481	1.69E-13	T	12-02-2026	-	-	-	-
PROKKA_ERR688630_530743_SZAXPI021933-93_bin.67.faa_HOLHPJEM_00425	80fb0dcc4f10bc1e785f9d660ab309fd	503	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	23	119	1.3E-8	T	12-02-2026	IPR013783	Immunoglobulin-like fold	-	-
PROKKA_ERR688630_530743_SZAXPI021933-93_bin.67.faa_HOLHPJEM_00425	80fb0dcc4f10bc1e785f9d660ab309fd	503	Pfam	PF13004	Putative binding domain, N-terminal	67	119	6.7E-6	T	12-02-2026	IPR024361	Bacteroidetes-Associated Carbohydrate-binding Often N-terminal	-	-
PROKKA_ERR688630_530743_SZAXPI021933-93_bin.67.faa_HOLHPJEM_00425	80fb0dcc4f10bc1e785f9d660ab309fd	503	Coils	Coil	Coil	189	209	-	T	12-02-2026	-	-	-	-
PROKKA_ERR688630_530743_SZAXPI021933-93_bin.67.faa_HOLHPJEM_00425	80fb0dcc4f10bc1e785f9d660ab309fd	503	CDD	cd14948	BACON	34	120	7.81166E-12	T	12-02-2026	IPR024361	Bacteroidetes-Associated Carbohydrate-binding Often N-terminal	-	-
